0.73	-0.23369641188015383
0.72	-0.2405493571618796
0.725	-0.23733196596737227
0.73	-0.23783650095975725
0.75	-0.2207064784357206
0.75	-0.22154273751507253
0.75	-0.21667894729630527
0.75	-0.2207064784357206
0.73	-0.23369641188015383
0.72	-0.2345186193735441
0.75	-0.2207064784357206
0.735	-0.2257501458155197
0.715	-0.23728035059730118
0.725	-0.2333453618593196
0.74	-0.23887971899450888
0.735	-0.232851998461563
0.725	-0.23404527151454207
0.73	-0.22240771643440804
0.735	-0.22478309094573756
0.755	-0.21525280250244946
