0.765625	-0.1619948241680437
0.84375	-0.10730732416804369
0.828125	-0.11806860347336975
0.84375	-0.12293232416804369
0.828125	-0.11998354486271764
0.875	-0.10140976555739159
0.828125	-0.11998354486271764
0.8125	-0.13177866208402184
0.84375	-0.12293232416804369
0.84375	-0.10730732416804369
0.828125	-0.11998354486271764
0.84375	-0.11615366208402185
0.796875	-0.14636982416804367
0.828125	-0.1210173827786958
0.84375	-0.10730732416804369
0.875	-0.10140976555739159
0.8125	-0.13959116208402184
0.828125	-0.12779604486271764
0.828125	-0.12971098625206554
0.828125	-0.11615366208402185
